==========Уровень квеста: Легкий==========
[1.0] сломать Древесина акации | Необходимый прогресс: 64 | Награда: 150 XP | Weight: 0 | ID: 0
[3.21] сломать Незерская золотая руда | Необходимый прогресс: 256 | Награда: 500 XP | Weight: 0 | ID: 67
[3.22] сломать Незер-кварцевая руда | Необходимый прогресс: 256 | Награда: 500 XP | Weight: 0 | ID: 68
[3.23] сломать Угольная руда | Необходимый прогресс: 256 | Награда: 500 XP | Weight: 0 | ID: 73
[3.24] сломать Медная руда | Необходимый прогресс: 256 | Награда: 500 XP | Weight: 0 | ID: 74
[3.25] сломать Железная руда | Необходимый прогресс: 384 | Награда: 500 XP | Weight: 0 | ID: 81
[3.26] сломать Лазуритовая руда | Необходимый прогресс: 384 | Награда: 500 XP | Weight: 0 | ID: 82
[3.27] сломать Редстоуновая руда | Необходимый прогресс: 384 | Награда: 500 XP | Weight: 0 | ID: 83
[3.28] сломать Древние обломки | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 86
[3.29] сломать Золотая руда | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 89
[3.30] сломать Изумрудная руда | Необходимый прогресс: 3 | Награда: 500 XP | Weight: 0 | ID: 92
[3.31] сломать Алмазная руда | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 95
[3.32] сломать Листва березы | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 110
[3.33] сломать Листва темного дуба | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 111
[3.34] сломать Листва тропического дерева | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 112
[3.35] сломать Листва мангровых зарослей | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 113
[3.36] сломать Листва дуба | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 114
[3.37] сломать Листва бледного дуба | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 115
[3.38] сломать Хвоя | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 116
[3.39] сломать Листва азалии | Необходимый прогресс: 96 | Награда: 500 XP | Weight: 0 | ID: 123
[3.40] сломать Листва вишни | Необходимый прогресс: 96 | Награда: 500 XP | Weight: 0 | ID: 124
[3.41] сломать Листья цветущей азалии | Необходимый прогресс: 96 | Награда: 500 XP | Weight: 0 | ID: 125
[3.42] сломать Эндерняк | Необходимый прогресс: 384 | Награда: 500 XP | Weight: 0 | ID: 128
[3.43] поставить Саженец сосны | Необходимый прогресс: 96 | Награда: 500 XP | Weight: 0 | ID: 141
[3.44] поставить Саженец темного дуба | Необходимый прогресс: 96 | Награда: 500 XP | Weight: 0 | ID: 142
[3.45] поставить Саженец акации | Необходимый прогресс: 96 | Награда: 500 XP | Weight: 0 | ID: 143
[3.46] поставить Саженец березы | Необходимый прогресс: 96 | Награда: 500 XP | Weight: 0 | ID: 144
[3.47] поставить Саженец дуба | Необходимый прогресс: 96 | Награда: 500 XP | Weight: 0 | ID: 145
[3.48] поставить Саженец тропического дерева | Необходимый прогресс: 96 | Награда: 500 XP | Weight: 0 | ID: 146
[3.49] сломать Гравий | Необходимый прогресс: 256 | Награда: 500 XP | Weight: 0 | ID: 149
[3.50] сломать Светящийся камень | Необходимый прогресс: 96 | Награда: 500 XP | Weight: 0 | ID: 152
[3.51] убить Игрока | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 155
[3.52] убить Свинья | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 164
[3.53] убить Овца | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 165
[3.54] убить Курица | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 166
[3.55] убить Корова | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 167
[3.56] убить Зомби | Необходимый прогресс: 48 | Награда: 500 XP | Weight: 0 | ID: 184
[3.57] убить Зомбированный пиглин | Необходимый прогресс: 48 | Награда: 500 XP | Weight: 0 | ID: 185
[3.58] убить Паук | Необходимый прогресс: 48 | Награда: 500 XP | Weight: 0 | ID: 186
[3.59] убить Слизень | Необходимый прогресс: 48 | Награда: 500 XP | Weight: 0 | ID: 187
[3.60] убить Скелет | Необходимый прогресс: 48 | Награда: 500 XP | Weight: 0 | ID: 188
[3.61] убить Крипер | Необходимый прогресс: 48 | Награда: 500 XP | Weight: 0 | ID: 189
[3.62] убить Эндермен | Необходимый прогресс: 48 | Награда: 500 XP | Weight: 0 | ID: 190
[3.63] убить Лавовый куб | Необходимый прогресс: 48 | Награда: 500 XP | Weight: 0 | ID: 191
[3.64] скрафтить Деревянная кирка | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 202
[3.65] скрафтить Деревянный топор | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 203
[3.66] скрафтить Деревянная мотыга | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 204
[3.67] скрафтить Деревянная лопата | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 205
[3.68] скрафтить Деревянный меч | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 206
[3.69] скрафтить Каменная кирка | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 217
[3.70] скрафтить Каменный топор | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 218
[3.71] скрафтить Каменная мотыга | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 219
[3.72] скрафтить Каменная лопата | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 220
[3.73] скрафтить Каменный меч | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 221
[3.74] скрафтить Железная кирка | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 232
[3.75] скрафтить Железный топор | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 233
[3.76] скрафтить Железная мотыга | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 234
[3.77] скрафтить Железная лопата | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 235
[3.78] скрафтить Железный меч | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 236
[3.79] скрафтить Алмазная кирка | Необходимый прогресс: 24 | Награда: 500 XP | Weight: 0 | ID: 247
[3.80] скрафтить Алмазный топор | Необходимый прогресс: 24 | Награда: 500 XP | Weight: 0 | ID: 248
[3.81] скрафтить Алмазная мотыга | Необходимый прогресс: 24 | Награда: 500 XP | Weight: 0 | ID: 249
[3.82] скрафтить Алмазная лопата | Необходимый прогресс: 24 | Награда: 500 XP | Weight: 0 | ID: 250
[3.83] скрафтить Алмазный меч | Необходимый прогресс: 24 | Награда: 500 XP | Weight: 0 | ID: 251
[3.84] скрафтить Алмазный шлем | Необходимый прогресс: 8 | Награда: 500 XP | Weight: 0 | ID: 260
[3.85] скрафтить Алмазная кираса | Необходимый прогресс: 8 | Награда: 500 XP | Weight: 0 | ID: 261
[3.86] скрафтить Алмазные поножи | Необходимый прогресс: 8 | Награда: 500 XP | Weight: 0 | ID: 262
[3.87] скрафтить Алмазные ботинки | Необходимый прогресс: 8 | Награда: 500 XP | Weight: 0 | ID: 263
[3.88] скрафтить Алмазный блок | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 272
[3.89] скрафтить Золотой блок | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 273
[3.90] скрафтить Железный блок | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 274
[3.91] скрафтить Угольный блок | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 275
[3.92] скрафтить Дверь из темного дуба | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 312
[3.93] скрафтить Дверь из акации | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 313
[3.94] скрафтить Дверь из березы | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 314
[3.95] скрафтить Вишневая дверь | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 315
[3.96] скрафтить Медная дверь | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 316
[3.97] скрафтить Багровая дверь | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 317
[3.98] скрафтить Железная дверь | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 318
[3.99] скрафтить Дверь из тропического дерева | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 319
[3.100] скрафтить Дверь из дуба | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 320
[3.101] скрафтить Люк из темного дуба | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 321
[3.102] скрафтить Люк из акации | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 322
[3.103] скрафтить Люк из березы | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 323
[3.104] скрафтить Вишневый люк | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 324
[3.105] скрафтить Медный люк | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 325
[3.106] скрафтить Багровый люк | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 326
[3.107] скрафтить Железный люк | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 327
[3.108] скрафтить Люк из тропического дерева | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 328
[3.109] скрафтить Люк из дуба | Необходимый прогресс: 36 | Награда: 500 XP | Weight: 0 | ID: 329
[3.110] скрафтить Верстак | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 338
[3.111] скрафтить Печка | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 339
[3.112] скрафтить Плавильная печь | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 340
[3.113] скрафтить Костер | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 341
[3.114] скрафтить Стол зачарований | Необходимый прогресс: 24 | Награда: 500 XP | Weight: 0 | ID: 346
[3.115] скрафтить Эндер-сундук | Необходимый прогресс: 24 | Награда: 500 XP | Weight: 0 | ID: 347
[3.116] скрафтить Палка | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 350
[3.117] скрафтить Сосновое бревно | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 371
[3.118] скрафтить Дубовое бревно | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 372
[3.119] скрафтить Бревно темного дуба | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 373
[3.120] скрафтить Березовое бревно | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 374
[3.121] скрафтить Акациевое бревно | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 375
[3.122] скрафтить Сосновое бревно | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 376
[3.123] скрафтить Ошкуренное дубовое бревно | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 377
[3.124] скрафтить Ошкуренное бревно темного дуба | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 378
[3.125] скрафтить Ошкуренное березовое бревно | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 379
[3.126] скрафтить Ошкуренное акациевое бревно | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 380
[3.127] добыть Кремень ломая Гравий | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 383
[3.128] добыть Кремень ломая Гравий при помощи Деревянная лопата | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 396
[3.129] добыть Кремень ломая Гравий при помощи Алмазная лопата | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 397
[3.130] добыть Кремень ломая Гравий при помощи Незеритовая лопата | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 398
[3.131] добыть Кремень ломая Гравий при помощи Золотая лопата | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 399
[3.132] добыть Кремень ломая Гравий при помощи Железная лопата | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 400
[3.133] добыть Кремень ломая Гравий при помощи Каменная лопата | Необходимый прогресс: 16 | Награда: 500 XP | Weight: 0 | ID: 401
[3.134] отыграть на сервере 3 дня | Необходимый прогресс: 259200 | Награда: 500 XP | Weight: 0 | ID: 404
[3.135] пробежать 50000 блоков | Необходимый прогресс: 50000 | Награда: 500 XP | Weight: 0 | ID: 413
[3.136] пробежать 50000 блоков в верхний мир | Необходимый прогресс: 50000 | Награда: 500 XP | Weight: 0 | ID: 414
[3.137] пробежать 50000 блоков в нижний мир | Необходимый прогресс: 50000 | Награда: 500 XP | Weight: 0 | ID: 415
[3.138] пробежать 50000 блоков в мир Края | Необходимый прогресс: 50000 | Награда: 500 XP | Weight: 0 | ID: 416
[3.139] пройти 50000 блоков | Необходимый прогресс: 50000 | Награда: 500 XP | Weight: 0 | ID: 425
[3.140] пройти 50000 блоков в верхний мир | Необходимый прогресс: 50000 | Награда: 500 XP | Weight: 0 | ID: 426
[3.141] пройти 50000 блоков в нижний мир | Необходимый прогресс: 50000 | Награда: 500 XP | Weight: 0 | ID: 427
[3.142] пройти 50000 блоков в мир Края | Необходимый прогресс: 50000 | Награда: 500 XP | Weight: 0 | ID: 428
[3.143] проплыть 50000 блоков | Необходимый прогресс: 50000 | Награда: 500 XP | Weight: 0 | ID: 433
[3.144] проплыть 50000 блоков в верхний мир | Необходимый прогресс: 50000 | Награда: 500 XP | Weight: 0 | ID: 434
[3.145] пролететь 300000 блоков в верхний мир | Необходимый прогресс: 300000 | Награда: 500 XP | Weight: 0 | ID: 439
[3.146] пролететь 300000 блоков в мир Края | Необходимый прогресс: 300000 | Награда: 500 XP | Weight: 0 | ID: 440
[3.147] пролететь 200000 блоков в нижний мир | Необходимый прогресс: 200000 | Награда: 500 XP | Weight: 0 | ID: 443
[3.148] пролететь 300000 блоков | Необходимый прогресс: 300000 | Награда: 500 XP | Weight: 0 | ID: 446
[3.149] съесть Плод коруса | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 451
[3.150] использовать Эндер-жемчуг | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 452
[3.151] съесть Золотое яблоко | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 455
[3.152] съесть Золотая морковь | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 474
[3.153] съесть Картофель | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 475
[3.154] съесть Печеный картофель | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 476
[3.155] съесть Морковь | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 477
[3.156] съесть Стейк | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 478
[3.157] съесть Жареная курятина | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 479
[3.158] съесть Жареная баранина | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 480
[3.159] съесть Тушеные грибы | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 481
[3.160] съесть Жареная свинина | Необходимый прогресс: 32 | Награда: 500 XP | Weight: 0 | ID: 482
[3.161] зачаровать предмет Алмазный шлем на Защита III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 531
[3.162] зачаровать предмет Алмазная кираса на Защита III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 532
[3.163] зачаровать предмет Алмазные поножи на Защита III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 533
[3.164] зачаровать предмет Алмазные ботинки на Защита III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 534
[3.165] зачаровать предмет Алмазный шлем на Огнеупорность III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 535
[3.166] зачаровать предмет Алмазная кираса на Огнеупорность III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 536
[3.167] зачаровать предмет Алмазные поножи на Огнеупорность III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 537
[3.168] зачаровать предмет Алмазные ботинки на Огнеупорность III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 538
[3.169] зачаровать предмет Алмазный шлем на Взрывоустойчивость III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 539
[3.170] зачаровать предмет Алмазная кираса на Взрывоустойчивость III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 540
[3.171] зачаровать предмет Алмазные поножи на Взрывоустойчивость III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 541
[3.172] зачаровать предмет Алмазные ботинки на Взрывоустойчивость III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 542
[3.173] зачаровать предмет Алмазный шлем на Защита от снарядов III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 543
[3.174] зачаровать предмет Алмазная кираса на Защита от снарядов III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 544
[3.175] зачаровать предмет Алмазные поножи на Защита от снарядов III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 545
[3.176] зачаровать предмет Алмазные ботинки на Защита от снарядов III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 546
[3.177] зачаровать предмет Алмазный шлем на Дыхание I | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 547
[3.178] зачаровать предмет Алмазные ботинки на Легкость III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 548
[3.179] зачаровать любой предмет на Неразрушимость I | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 549
[3.180] зачаровать любой предмет на Неразрушимость II | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 550
[3.181] зачаровать любой предмет на Неразрушимость III | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 551
[3.182] зачаровать любой предмет на Неразрушимость | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 552
[3.183] зачаровать любой предмет | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 553
[3.184] зачаровать любой предмет на 3 ур. | Необходимый прогресс: 10 | Награда: 500 XP | Weight: 0 | ID: 554
[3.185] продать Лазурит скупщику | Необходимый прогресс: 1280 | Награда: 500 XP | Weight: 0 | ID: 563
[3.186] продать Редстоуновая пыль скупщику | Необходимый прогресс: 1280 | Награда: 500 XP | Weight: 0 | ID: 564
[3.187] продать Уголь скупщику | Необходимый прогресс: 1280 | Награда: 500 XP | Weight: 0 | ID: 565
[3.188] продать Незер-кварц скупщику | Необходимый прогресс: 1280 | Награда: 500 XP | Weight: 0 | ID: 566
[3.189] продать Золотой слиток скупщику | Необходимый прогресс: 448 | Награда: 500 XP | Weight: 0 | ID: 569
[3.190] продать Алмаз скупщику | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 572
[3.191] продать Незеритовый слиток скупщику | Необходимый прогресс: 48 | Награда: 500 XP | Weight: 0 | ID: 575
[3.192] продать Незеритовый скрап скупщику | Необходимый прогресс: 24 | Награда: 500 XP | Weight: 0 | ID: 578
[3.193] продать Обсидиан скупщику | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 581
[3.194] продать Древние обломки скупщику | Необходимый прогресс: 48 | Награда: 500 XP | Weight: 0 | ID: 584
[3.195] продать Белая шерсть скупщику | Необходимый прогресс: 960 | Награда: 500 XP | Weight: 0 | ID: 587
[3.196] продать Сосновое бревно скупщику | Необходимый прогресс: 1600 | Награда: 500 XP | Weight: 0 | ID: 604
[3.197] продать Бревно темного дуба скупщику | Необходимый прогресс: 1600 | Награда: 500 XP | Weight: 0 | ID: 605
[3.198] продать Дубовое бревно скупщику | Необходимый прогресс: 1600 | Награда: 500 XP | Weight: 0 | ID: 606
[3.199] продать Березовое бревно скупщику | Необходимый прогресс: 1600 | Награда: 500 XP | Weight: 0 | ID: 607
[3.200] продать Бревно тропического дерева скупщику | Необходимый прогресс: 1600 | Награда: 500 XP | Weight: 0 | ID: 608
[3.201] продать Акациевое бревно скупщику | Необходимый прогресс: 1600 | Награда: 500 XP | Weight: 0 | ID: 609
[3.202] продать Багровый стебель скупщику | Необходимый прогресс: 1600 | Награда: 500 XP | Weight: 0 | ID: 610
[3.203] продать Искаженный стебель скупщику | Необходимый прогресс: 1600 | Награда: 500 XP | Weight: 0 | ID: 611
[3.204] продать Кактус скупщику | Необходимый прогресс: 1280 | Награда: 500 XP | Weight: 0 | ID: 614
[3.205] продать Тыква скупщику | Необходимый прогресс: 512 | Награда: 500 XP | Weight: 0 | ID: 617
[3.206] продать Арбуз скупщику | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 620
[3.207] продать Зелье силы скупщику | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 629
[3.208] продать Зелье ускорения скупщику | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 630
[3.209] продать Зелье огнестойкости скупщику | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 631
[3.210] продать Зелье невидимости скупщику | Необходимый прогресс: 64 | Награда: 500 XP | Weight: 0 | ID: 632
[3.211] продать Паучий глаз скупщику | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 655
[3.212] продать Нить скупщику | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 656
[3.213] продать Гнилая плоть скупщику | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 657
[3.214] продать Кость скупщику | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 658
[3.215] продать стрелка скупщику | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 659
[3.216] продать Маринованный паучий глаз скупщику | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 660
[3.217] продать Светопыль скупщику | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 661
[3.218] продать Кожа скупщику | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 662
[3.219] продать Эндер-жемчуг скупщику | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 663
[3.220] продать Порох скупщику | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 664
[3.221] продать Плод коруса скупщику | Необходимый прогресс: 192 | Награда: 500 XP | Weight: 0 | ID: 665
[3.222] продать Незерский нарост скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 684
[3.223] продать Сахарный тростник скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 685
[3.224] продать Свекла скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 686
[3.225] продать Какао-бобы скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 687
[3.226] продать Ломтик арбуза скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 688
[3.227] продать Сладкие ягоды скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 689
[3.228] продать Картофель скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 690
[3.229] продать Морковь скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 691
[3.230] продать Пшеница скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 692
[3.231] продать Жареная баранина скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 699
[3.232] продать Стейк скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 700
[3.233] продать Жареная свинина скупщику | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 701
